통제군,처치군,이벤트 시점,증가&감소여부,퍼센트
뚝섬,신금호,202312,감소,2.74
뚝섬,신금호,202401,감소,2.77
뚝섬,신금호,202402,감소,3.57
뚝섬,신금호,202403,감소,1.87
뚝섬,신금호,202404,감소,1.17
뚝섬,신금호,202405,증가,1.98
뚝섬,신금호,202406,증가,0.44
뚝섬,신금호,202407,증가,0.88
마장동,신금호,202310,증가,12.75
마장동,신금호,202311,증가,13.91
마장동,신금호,202312,증가,11.45
마장동,신금호,202401,증가,12.13
마장동,신금호,202402,증가,12.82
마장동,신금호,202403,증가,18.3
마장동,신금호,202404,증가,17.11
마장동,신금호,202405,증가,12.74
마장동,신금호,202406,증가,8.26
미아사거리,신금호,202403,증가,4.78
미아사거리,신금호,202404,감소,2.98
미아사거리,신금호,202405,감소,7.39
미아사거리,신금호,202406,감소,10.13
미아사거리,신금호,202407,감소,10.59
방배역,신금호,202306,감소,9.57
방배역,신금호,202307,감소,11.01
방배역,신금호,202308,감소,12.04
방배역,신금호,202309,감소,11.91
방배역,신금호,202310,감소,11.51
방배역,신금호,202311,감소,10.5
방배역,신금호,202312,감소,9.78
방배역,신금호,202401,감소,11.33
방배역,신금호,202402,감소,12.52
방배역,신금호,202403,감소,11.58
방배역,신금호,202404,감소,11.25
방배역,신금호,202405,감소,11.4
방배역,신금호,202406,감소,11.44
방배역,신금호,202407,감소,11.27
서면역,신금호,202306,증가,79.45
서면역,신금호,202307,증가,73.9
서면역,신금호,202308,증가,72.71
서면역,신금호,202309,증가,71.05
서면역,신금호,202310,증가,54.46
서면역,신금호,202311,증가,54.69
서면역,신금호,202312,증가,63.51
서면역,신금호,202401,증가,75.39
서면역,신금호,202402,증가,88.28
서면역,신금호,202403,증가,105.29
서면역,신금호,202404,증가,116.44
서면역,신금호,202405,증가,122.23
서면역,신금호,202406,증가,124.82
서면역,신금호,202407,증가,131.24
성수,신금호,202306,감소,3.14
성수,신금호,202307,감소,4.61
성수,신금호,202308,감소,6.44
성수,신금호,202309,감소,8.38
성수,신금호,202310,감소,8.68
성수,신금호,202311,감소,8.68
성수,신금호,202312,감소,8.16
성수,신금호,202401,감소,7.13
성수,신금호,202402,감소,7.65
성수,신금호,202403,감소,6.08
성수,신금호,202404,감소,6.64
성수,신금호,202405,감소,7.73
성수,신금호,202406,감소,10.02
성수,신금호,202407,감소,10.92
압구정로데오,신금호,202306,감소,10.21
압구정로데오,신금호,202307,감소,12.1
압구정로데오,신금호,202308,감소,13.24
압구정로데오,신금호,202309,감소,13.05
압구정로데오,신금호,202310,감소,13.14
압구정로데오,신금호,202311,감소,12.13
압구정로데오,신금호,202312,감소,12.04
압구정로데오,신금호,202401,감소,12.66
압구정로데오,신금호,202402,감소,12.61
압구정로데오,신금호,202403,감소,10.97
압구정로데오,신금호,202404,감소,11.81
압구정로데오,신금호,202405,감소,13.29
압구정로데오,신금호,202406,감소,14.97
압구정로데오,신금호,202407,감소,15.67
오남,신금호,202310,증가,8.61
오남,신금호,202311,증가,20.15
오남,신금호,202312,증가,14.93
오남,신금호,202401,증가,4.7
오남,신금호,202402,감소,2.62
오남,신금호,202403,감소,5.92
오남,신금호,202404,감소,10.97
오남,신금호,202405,감소,7.5
오남,신금호,202406,감소,5.56
오남,신금호,202407,감소,9.85
옥수,신금호,202306,감소,21.06
옥수,신금호,202307,감소,20.55
옥수,신금호,202308,감소,19.5
옥수,신금호,202309,감소,19.94
옥수,신금호,202310,감소,17.85
옥수,신금호,202311,감소,17.38
옥수,신금호,202312,감소,17.38
옥수,신금호,202401,감소,16.67
옥수,신금호,202402,감소,17.49
옥수,신금호,202403,감소,15.33
옥수,신금호,202405,감소,13.81
옥수,신금호,202406,감소,14.9
옥수,신금호,202407,감소,15.72
왕십리,신금호,202306,감소,4.66
왕십리,신금호,202307,감소,6.28
왕십리,신금호,202308,감소,6.54
왕십리,신금호,202309,감소,6.66
왕십리,신금호,202310,감소,6.18
왕십리,신금호,202311,감소,6.67
왕십리,신금호,202312,감소,6.12
왕십리,신금호,202401,감소,6.27
왕십리,신금호,202402,감소,6.37
왕십리,신금호,202403,감소,4.37
왕십리,신금호,202404,감소,3.74
왕십리,신금호,202405,감소,5.24
왕십리,신금호,202406,감소,6.5
왕십리,신금호,202407,감소,5.86
자양,신금호,202402,감소,5.79
자양,신금호,202403,증가,4.49
자양,신금호,202404,증가,4.85
자양,신금호,202405,감소,1.69
자양,신금호,202406,감소,6.24
자양,신금호,202407,감소,12.85
장한평자동차,신금호,202306,감소,30.98
장한평자동차,신금호,202307,감소,32.85
장한평자동차,신금호,202308,감소,34.72
장한평자동차,신금호,202309,감소,34.53
장한평자동차,신금호,202310,감소,34.25
장한평자동차,신금호,202311,감소,34.79
장한평자동차,신금호,202312,감소,34.28
장한평자동차,신금호,202401,감소,33.66
장한평자동차,신금호,202402,감소,32.48
장한평자동차,신금호,202405,감소,35.95
장한평자동차,신금호,202406,감소,40.45
장한평자동차,신금호,202407,감소,43.56
풍산지구,신금호,202306,감소,5.77
풍산지구,신금호,202307,감소,9.86
풍산지구,신금호,202308,감소,8.99
풍산지구,신금호,202309,감소,8.68
풍산지구,신금호,202310,감소,9.93
풍산지구,신금호,202311,감소,11.75
풍산지구,신금호,202312,감소,10.85
풍산지구,신금호,202401,감소,8.89
풍산지구,신금호,202402,감소,8.11
풍산지구,신금호,202403,감소,8.55
풍산지구,신금호,202404,감소,7.7
풍산지구,신금호,202405,감소,8.61
풍산지구,신금호,202406,감소,9.59
풍산지구,신금호,202407,감소,11.31
한양대,신금호,202306,증가,11.1
한양대,신금호,202307,증가,10.69
한양대,신금호,202308,증가,1.77
한양대,신금호,202309,감소,5.87
한양대,신금호,202310,감소,3.56
한양대,신금호,202311,감소,1.9
한양대,신금호,202312,증가,4.4
한양대,신금호,202401,증가,7.42
한양대,신금호,202402,증가,4.01
한양대,신금호,202403,증가,3.15
한양대,신금호,202404,증가,9.07
한양대,신금호,202405,증가,11.33
한양대,신금호,202406,증가,14.47
한양대,신금호,202407,증가,16.11
행당,신금호,202306,감소,6.38
행당,신금호,202307,감소,8.68
행당,신금호,202308,감소,9.06
행당,신금호,202309,감소,9.89
행당,신금호,202310,감소,8.6
행당,신금호,202311,감소,8.72
행당,신금호,202312,감소,6.36
행당,신금호,202401,감소,6.47
행당,신금호,202402,감소,7.16
행당,신금호,202403,감소,6.12
행당,신금호,202404,감소,7.39
행당,신금호,202405,감소,9.97
행당,신금호,202406,감소,12.41
행당,신금호,202407,감소,13.28
화양시장,신금호,202306,증가,5.56
화양시장,신금호,202307,증가,10.32
화양시장,신금호,202308,증가,8.9
화양시장,신금호,202309,증가,10.97
화양시장,신금호,202310,증가,10.29
화양시장,신금호,202311,증가,9.49
화양시장,신금호,202312,증가,10.49
화양시장,신금호,202401,증가,12.79
화양시장,신금호,202402,증가,10.55
화양시장,신금호,202403,증가,8.27
화양시장,신금호,202404,증가,7
화양시장,신금호,202405,증가,3.54
화양시장,신금호,202406,감소,2.82
화양시장,신금호,202407,감소,3.08
건대입구,압구정로데오,202306,감소,20.09
건대입구,압구정로데오,202307,감소,20.28
건대입구,압구정로데오,202308,감소,22.92
건대입구,압구정로데오,202309,감소,27.71
건대입구,압구정로데오,202402,감소,30.86
건대입구,압구정로데오,202403,감소,25.29
금남시장,압구정로데오,202306,증가,4.82
금남시장,압구정로데오,202307,증가,6.97
금남시장,압구정로데오,202308,증가,6.85
금남시장,압구정로데오,202309,증가,6.62
금남시장,압구정로데오,202310,증가,9.01
금남시장,압구정로데오,202311,증가,8.17
금남시장,압구정로데오,202312,증가,8.29
금남시장,압구정로데오,202401,증가,8.86
금남시장,압구정로데오,202402,증가,7.4
금남시장,압구정로데오,202403,증가,8.11
금남시장,압구정로데오,202404,증가,8.66
금남시장,압구정로데오,202405,증가,8.44
금남시장,압구정로데오,202406,증가,8.6
금남시장,압구정로데오,202407,증가,9.34
답십리,압구정로데오,202306,감소,3.12
답십리,압구정로데오,202307,감소,2.17
답십리,압구정로데오,202308,감소,2.5
답십리,압구정로데오,202309,감소,3.28
답십리,압구정로데오,202310,감소,3.06
답십리,압구정로데오,202311,감소,2.3
답십리,압구정로데오,202312,감소,1.44
답십리,압구정로데오,202401,증가,0.43
답십리,압구정로데오,202402,증가,0.77
답십리,압구정로데오,202403,증가,2.86
답십리,압구정로데오,202404,증가,5.62
답십리,압구정로데오,202405,증가,6.5
답십리,압구정로데오,202406,증가,7.57
답십리,압구정로데오,202407,증가,8.94
동대문역사문화공원역,압구정로데오,202309,증가,3.44
동대문역사문화공원역,압구정로데오,202310,증가,2.69
동대문역사문화공원역,압구정로데오,202311,증가,2.8
동대문역사문화공원역,압구정로데오,202312,증가,3.42
동대문역사문화공원역,압구정로데오,202401,증가,3.08
동대문역사문화공원역,압구정로데오,202402,증가,2.47
동대문역사문화공원역,압구정로데오,202403,증가,1.95
동대문역사문화공원역,압구정로데오,202404,증가,1.15
동대문역사문화공원역,압구정로데오,202405,증가,1.09
동대문역사문화공원역,압구정로데오,202406,증가,0.69
동대문역사문화공원역,압구정로데오,202407,증가,0.08
뚝섬,압구정로데오,202306,증가,12.62
뚝섬,압구정로데오,202307,증가,13.23
뚝섬,압구정로데오,202308,증가,10.21
뚝섬,압구정로데오,202309,증가,8.46
뚝섬,압구정로데오,202310,증가,8.25
뚝섬,압구정로데오,202311,증가,7.72
뚝섬,압구정로데오,202312,증가,9.29
뚝섬,압구정로데오,202401,증가,9.86
뚝섬,압구정로데오,202402,증가,9.01
뚝섬,압구정로데오,202403,증가,9.02
뚝섬,압구정로데오,202404,증가,10.55
뚝섬,압구정로데오,202405,증가,15.21
뚝섬,압구정로데오,202406,증가,15.38
뚝섬,압구정로데오,202407,증가,16.58
마장동,압구정로데오,202306,증가,22.35
마장동,압구정로데오,202307,증가,17.73
마장동,압구정로데오,202308,증가,15.88
마장동,압구정로데오,202309,증가,13.71
마장동,압구정로데오,202310,증가,26
마장동,압구정로데오,202311,증가,26.22
마장동,압구정로데오,202312,증가,23.76
마장동,압구정로데오,202401,증가,25.11
마장동,압구정로데오,202402,증가,25.8
마장동,압구정로데오,202403,증가,29.65
마장동,압구정로데오,202404,증가,29.44
마장동,압구정로데오,202405,증가,26.67
마장동,압구정로데오,202406,증가,23.91
마장동,압구정로데오,202407,증가,21.14
미아사거리,압구정로데오,202403,증가,0.04
미아사거리,압구정로데오,202404,증가,0.04
미아사거리,압구정로데오,202405,증가,0.05
미아사거리,압구정로데오,202406,증가,0.25
미아사거리,압구정로데오,202407,증가,0.25
방배역,압구정로데오,202308,증가,1.19
방배역,압구정로데오,202309,증가,1.14
방배역,압구정로데오,202310,증가,1.62
방배역,압구정로데오,202311,증가,1.62
방배역,압구정로데오,202312,증가,2.27
방배역,압구정로데오,202401,증가,1.33
방배역,압구정로데오,202402,증가,0.08
방배역,압구정로데오,202403,감소,0.61
방배역,압구정로데오,202404,증가,0.55
방배역,압구정로데오,202405,증가,1.88
방배역,압구정로데오,202406,증가,3.53
방배역,압구정로데오,202407,증가,4.41
서면역,압구정로데오,202306,증가,89.61
서면역,압구정로데오,202307,증가,85.96
서면역,압구정로데오,202308,증가,85.91
서면역,압구정로데오,202309,증가,84.07
서면역,압구정로데오,202401,증가,88.03
서면역,압구정로데오,202402,증가,100.86
서면역,압구정로데오,202403,증가,116.23
서면역,압구정로데오,202404,증가,128.22
서면역,압구정로데오,202405,증가,135.49
서면역,압구정로데오,202406,증가,139.78
성수,압구정로데오,202306,증가,7.62
성수,압구정로데오,202307,증가,8.04
성수,압구정로데오,202308,증가,7.31
성수,압구정로데오,202309,증가,5.14
성수,압구정로데오,202310,증가,4.87
성수,압구정로데오,202311,증가,3.82
성수,압구정로데오,202312,증가,4.21
성수,압구정로데오,202401,증가,5.81
성수,압구정로데오,202402,증가,5.24
성수,압구정로데오,202403,증가,5.14
성수,압구정로데오,202404,증가,5.42
성수,압구정로데오,202405,증가,5.82
성수,압구정로데오,202406,증가,5.19
성수,압구정로데오,202407,증가,4.98
신금호,압구정로데오,202306,증가,10.21
신금호,압구정로데오,202307,증가,12.1
신금호,압구정로데오,202308,증가,13.24
신금호,압구정로데오,202309,증가,13.05
신금호,압구정로데오,202310,증가,13.14
신금호,압구정로데오,202311,증가,12.13
신금호,압구정로데오,202312,증가,12.04
신금호,압구정로데오,202401,증가,12.66
신금호,압구정로데오,202402,증가,12.61
신금호,압구정로데오,202403,증가,10.97
신금호,압구정로데오,202404,증가,11.81
신금호,압구정로데오,202405,증가,13.29
신금호,압구정로데오,202406,증가,14.97
신금호,압구정로데오,202407,증가,15.67
오남,압구정로데오,202312,증가,21.17
오남,압구정로데오,202405,증가,1.53
오남,압구정로데오,202406,증가,5.56
오남,압구정로데오,202407,증가,2
옥수,압구정로데오,202306,감소,10.58
옥수,압구정로데오,202307,감소,8.24
옥수,압구정로데오,202308,감소,6.1
옥수,압구정로데오,202309,감소,6.78
옥수,압구정로데오,202310,감소,4.67
옥수,압구정로데오,202311,감소,5.26
옥수,압구정로데오,202312,감소,5.39
옥수,압구정로데오,202401,감소,4.11
옥수,압구정로데오,202402,감소,5.04
옥수,압구정로데오,202403,감소,4.58
옥수,압구정로데오,202404,감소,0.36
옥수,압구정로데오,202405,감소,0.79
옥수,압구정로데오,202406,감소,0.22
옥수,압구정로데오,202407,감소,0.36
왕십리,압구정로데오,202306,증가,5.86
왕십리,압구정로데오,202307,증가,6.1
왕십리,압구정로데오,202308,증가,6.94
왕십리,압구정로데오,202309,증가,6.59
왕십리,압구정로데오,202310,증가,7.12
왕십리,압구정로데오,202311,증가,5.59
왕십리,압구정로데오,202312,증가,6.01
왕십리,압구정로데오,202401,증가,6.45
왕십리,압구정로데오,202402,증가,6.27
왕십리,압구정로데오,202403,증가,6.57
왕십리,압구정로데오,202404,증가,8.04
왕십리,압구정로데오,202405,증가,8.01
왕십리,압구정로데오,202406,증가,8.41
왕십리,압구정로데오,202407,증가,9.74
자양,압구정로데오,202405,증가,5.9
자양,압구정로데오,202406,증가,4.02
장한평자동차,압구정로데오,202306,감소,19.26
장한평자동차,압구정로데오,202307,감소,19.43
장한평자동차,압구정로데오,202308,감소,20.38
장한평자동차,압구정로데오,202309,감소,20.57
장한평자동차,압구정로데오,202310,감소,20.4
장한평자동차,압구정로데오,202311,감소,22.14
장한평자동차,압구정로데오,202312,감소,21.91
장한평자동차,압구정로데오,202401,감소,20.85
장한평자동차,압구정로데오,202402,감소,19.87
장한평자동차,압구정로데오,202403,감소,20.23
장한평자동차,압구정로데오,202404,감소,20.95
장한평자동차,압구정로데오,202405,감소,22.95
장한평자동차,압구정로데오,202406,감소,25.95
장한평자동차,압구정로데오,202407,감소,28.56
풍산지구,압구정로데오,202307,증가,2.23
풍산지구,압구정로데오,202308,증가,4.24
풍산지구,압구정로데오,202309,증가,4.38
풍산지구,압구정로데오,202310,증가,3.2
풍산지구,압구정로데오,202311,증가,0.38
풍산지구,압구정로데오,202312,증가,1.19
풍산지구,압구정로데오,202401,증가,3.77
풍산지구,압구정로데오,202402,증가,4.5
풍산지구,압구정로데오,202403,증가,2.41
풍산지구,압구정로데오,202404,증가,4.1
풍산지구,압구정로데오,202405,증가,4.68
풍산지구,압구정로데오,202406,증가,5.38
풍산지구,압구정로데오,202407,증가,4.37
한양대,압구정로데오,202306,증가,20.94
한양대,압구정로데오,202307,증가,22.57
한양대,압구정로데오,202308,증가,14.79
한양대,압구정로데오,202309,증가,6.89
한양대,압구정로데오,202310,증가,9.19
한양대,압구정로데오,202311,증가,9.81
한양대,압구정로데오,202312,증가,15.98
한양대,압구정로데오,202401,증가,19.65
한양대,압구정로데오,202402,증가,16.28
한양대,압구정로데오,202403,증가,13.81
한양대,압구정로데오,202404,증가,20.55
한양대,압구정로데오,202405,증가,24.39
한양대,압구정로데오,202406,증가,29.35
한양대,압구정로데오,202407,증가,31.88
행당,압구정로데오,202306,증가,4.15
행당,압구정로데오,202307,증가,3.76
행당,압구정로데오,202308,증가,4.48
행당,압구정로데오,202309,증가,3.43
행당,압구정로데오,202310,증가,4.75
행당,압구정로데오,202311,증가,3.59
행당,압구정로데오,202312,증가,5.83
행당,압구정로데오,202401,증가,6.34
행당,압구정로데오,202402,증가,5.61
행당,압구정로데오,202403,증가,5
행당,압구정로데오,202404,증가,4.58
행당,압구정로데오,202405,증가,3.49
행당,압구정로데오,202406,증가,2.7
행당,압구정로데오,202407,증가,2.49
화양시장,압구정로데오,202306,증가,15.77
화양시장,압구정로데오,202307,증가,22.42
화양시장,압구정로데오,202308,증가,22.13
화양시장,압구정로데오,202309,증가,24.02
화양시장,압구정로데오,202310,증가,23.42
화양시장,압구정로데오,202311,증가,21.62
화양시장,압구정로데오,202312,증가,22.54
화양시장,압구정로데오,202401,증가,25.46
화양시장,압구정로데오,202402,증가,23.16
건대입구,오남,202310,감소,56.62
건대입구,오남,202311,감소,71.98
건대입구,오남,202312,감소,69.19
건대입구,오남,202402,감소,29.27
건대입구,오남,202405,감소,7.39
건대입구,오남,202406,감소,10.17
건대입구,오남,202407,감소,4.03
금남시장,오남,202310,증가,0.94
금남시장,오남,202311,감소,16.21
금남시장,오남,202312,감소,12.68
금남시장,오남,202401,감소,3.74
금남시장,오남,202402,증가,0.44
금남시장,오남,202403,증가,7.18
금남시장,오남,202404,증가,11.36
금남시장,오남,202405,증가,5.31
금남시장,오남,202406,증가,1.35
금남시장,오남,202407,증가,5.68
답십리,오남,202310,감소,18.65
답십리,오남,202311,감소,24.7
답십리,오남,202312,감소,18.85
답십리,오남,202401,감소,7.4
답십리,오남,202402,감소,0.48
답십리,오남,202403,증가,7.82
답십리,오남,202404,증가,14.56
답십리,오남,202405,증가,9.33
답십리,오남,202406,증가,5.92
답십리,오남,202407,증가,10.48
동대문역사문화공원역,오남,202311,감소,25.64
동대문역사문화공원역,오남,202312,감소,18.93
동대문역사문화공원역,오남,202405,감소,2.36
동대문역사문화공원역,오남,202406,감소,6.74
동대문역사문화공원역,오남,202407,감소,3.74
뚝섬,오남,202310,감소,13.45
뚝섬,오남,202311,감소,22.59
뚝섬,오남,202312,감소,13.51
뚝섬,오남,202401,감소,4.19
뚝섬,오남,202402,증가,1.27
뚝섬,오남,202403,증가,6.96
뚝섬,오남,202404,증가,12.66
뚝섬,오남,202405,증가,13.12
뚝섬,오남,202406,증가,8.79
뚝섬,오남,202407,증가,13.38
마장동,오남,202310,증가,65.08
마장동,오남,202311,증가,25.06
마장동,오남,202312,증가,12.55
마장동,오남,202401,증가,19.3
마장동,오남,202402,증가,24.78
마장동,오남,202403,증가,34.38
마장동,오남,202404,증가,35.65
마장동,오남,202405,증가,24.9
마장동,오남,202406,증가,16.42
마장동,오남,202407,증가,16.06
미아사거리,오남,202404,증가,18.91
미아사거리,오남,202405,증가,3.35
미아사거리,오남,202406,감소,3.77
미아사거리,오남,202407,증가,1.16
방배역,오남,202312,감소,17.65
방배역,오남,202405,증가,0.22
방배역,오남,202406,감소,1.8
방배역,오남,202407,증가,2.68
서면역,오남,202311,감소,27.32
서면역,오남,202312,증가,14
서면역,오남,202401,증가,51.33
서면역,오남,202402,증가,79.83
서면역,오남,202403,증가,106.52
서면역,오남,202404,증가,123.15
서면역,오남,202405,증가,123.09
서면역,오남,202406,증가,120.63
서면역,오남,202407,증가,129.45
성수,오남,202310,감소,15.95
성수,오남,202311,감소,26.74
성수,오남,202312,감소,20.02
성수,오남,202401,감소,7.85
성수,오남,202402,감소,1.72
성수,오남,202403,증가,3.88
성수,오남,202404,증가,7.87
성수,오남,202405,증가,2.82
성수,오남,202406,감소,2.06
성수,오남,202407,증가,1.24
신금호,오남,202310,감소,8.61
신금호,오남,202311,감소,20.15
신금호,오남,202312,감소,14.93
신금호,오남,202401,감소,4.7
신금호,오남,202402,증가,2.62
신금호,오남,202403,증가,5.92
신금호,오남,202404,증가,10.97
신금호,오남,202405,증가,7.5
신금호,오남,202406,증가,5.56
신금호,오남,202407,증가,9.85
압구정로데오,오남,202312,감소,21.17
압구정로데오,오남,202405,감소,1.52
압구정로데오,오남,202406,감소,5.56
압구정로데오,오남,202407,감소,2
옥수,오남,202310,감소,9.68
옥수,오남,202311,감소,25.2
옥수,오남,202312,감소,22.28
옥수,오남,202401,감소,11.82
옥수,오남,202402,감소,6.82
옥수,오남,202403,감소,0.64
옥수,오남,202404,증가,8.69
옥수,오남,202405,증가,1.95
옥수,오남,202406,감소,1.82
옥수,오남,202407,증가,1.19
왕십리,오남,202310,감소,10.27
왕십리,오남,202311,감소,24.73
왕십리,오남,202312,감소,18.2
왕십리,오남,202401,감소,8.53
왕십리,오남,202402,감소,1.48
왕십리,오남,202403,증가,4.82
왕십리,오남,202404,증가,10.5
왕십리,오남,202405,증가,4.77
왕십리,오남,202406,증가,1.13
왕십리,오남,202407,증가,6.18
자양,오남,202403,증가,24.87
자양,오남,202404,증가,28.74
자양,오남,202405,증가,13.09
자양,오남,202406,증가,4.09
자양,오남,202407,증가,1.82
장한평자동차,오남,202310,감소,30.52
장한평자동차,오남,202311,감소,44.74
장한평자동차,오남,202312,감소,38.17
장한평자동차,오남,202401,감소,26.91
장한평자동차,오남,202402,감소,17.84
장한평자동차,오남,202403,감소,12.74
장한평자동차,오남,202404,감소,10.22
장한평자동차,오남,202405,감소,18.42
장한평자동차,오남,202406,감소,26.06
장한평자동차,오남,202407,감소,25.31
풍산지구,오남,202311,감소,36.17
풍산지구,오남,202312,감소,26.03
풍산지구,오남,202405,증가,1.8
풍산지구,오남,202406,감소,1.38
풍산지구,오남,202407,증가,0.91
한양대,오남,202310,증가,0.61
한양대,오남,202311,감소,11.44
한양대,오남,202312,증가,5.65
한양대,오남,202401,증가,17.49
한양대,오남,202402,증가,15.55
한양대,오남,202403,증가,15.82
한양대,오남,202404,증가,28.16
한양대,오남,202405,증가,26.4
한양대,오남,202406,증가,27.32
한양대,오남,202407,증가,32.59
행당,오남,202310,감소,7.6
행당,오남,202311,감소,22.96
행당,오남,202312,감소,13
행당,오남,202401,감소,4.52
행당,오남,202402,증가,0.74
행당,오남,202403,증가,5.18
행당,오남,202404,증가,7.97
행당,오남,202405,증가,0.85
행당,오남,202406,감소,4.19
행당,오남,202407,감소,0.83
화양시장,오남,202310,감소,5.37
화양시장,오남,202311,감소,17.75
화양시장,오남,202312,감소,8.78
화양시장,오남,202405,증가,4.91
화양시장,오남,202406,감소,4.49
화양시장,오남,202407,증가,0.32
건대입구,옥수,202306,감소,9.52
건대입구,옥수,202307,감소,12.05
건대입구,옥수,202308,감소,16.82
건대입구,옥수,202309,감소,20.93
건대입구,옥수,202310,감소,26.42
건대입구,옥수,202311,감소,30.77
건대입구,옥수,202312,감소,34.4
건대입구,옥수,202401,감소,38.79
건대입구,옥수,202402,감소,25.82
건대입구,옥수,202403,감소,20.7
건대입구,옥수,202404,감소,20.05
건대입구,옥수,202405,감소,17.45
건대입구,옥수,202406,감소,16.46
건대입구,옥수,202407,감소,13.64
금남시장,옥수,202306,증가,15.58
금남시장,옥수,202307,증가,15.35
금남시장,옥수,202308,증가,13.07
금남시장,옥수,202309,증가,13.49
금남시장,옥수,202310,증가,13.73
금남시장,옥수,202311,증가,13.43
금남시장,옥수,202312,증가,13.63
금남시장,옥수,202401,증가,12.88
금남시장,옥수,202402,증가,12.31
금남시장,옥수,202403,증가,12.52
금남시장,옥수,202407,증가,9.49
답십리,옥수,202306,증가,7.58
답십리,옥수,202307,증가,6.18
답십리,옥수,202308,증가,3.75
답십리,옥수,202309,증가,3.67
답십리,옥수,202310,증가,1.82
답십리,옥수,202311,증가,3.16
답십리,옥수,202312,증가,4.16
답십리,옥수,202401,증가,4.76
답십리,옥수,202402,증가,6.01
답십리,옥수,202403,증가,7.61
답십리,옥수,202404,증가,6.15
답십리,옥수,202405,증가,7.41
답십리,옥수,202406,증가,7.89
답십리,옥수,202407,증가,9.37
동대문역사문화공원역,옥수,202306,증가,12.42
동대문역사문화공원역,옥수,202307,증가,11.84
동대문역사문화공원역,옥수,202308,증가,10.07
동대문역사문화공원역,옥수,202309,증가,10.23
동대문역사문화공원역,옥수,202310,증가,7.37
동대문역사문화공원역,옥수,202311,증가,8.05
동대문역사문화공원역,옥수,202312,증가,8.81
동대문역사문화공원역,옥수,202401,증가,7.19
동대문역사문화공원역,옥수,202402,증가,7.51
동대문역사문화공원역,옥수,202403,증가,6.54
동대문역사문화공원역,옥수,202404,증가,1.51
동대문역사문화공원역,옥수,202405,증가,1.88
동대문역사문화공원역,옥수,202406,증가,0.91
동대문역사문화공원역,옥수,202407,증가,0.44
뚝섬,옥수,202306,증가,23.46
뚝섬,옥수,202307,증가,21.63
뚝섬,옥수,202308,증가,16.42
뚝섬,옥수,202309,증가,15.33
뚝섬,옥수,202311,증가,13.04
뚝섬,옥수,202312,증가,14.69
뚝섬,옥수,202401,증가,13.95
뚝섬,옥수,202402,증가,13.97
뚝섬,옥수,202403,증가,13.49
뚝섬,옥수,202405,증가,15.79
뚝섬,옥수,202406,증가,15.32
뚝섬,옥수,202407,증가,16.6
마장동,옥수,202310,증가,30.67
마장동,옥수,202311,증가,31.37
마장동,옥수,202403,증가,33.72
미아사거리,옥수,202403,감소,0.57
미아사거리,옥수,202404,감소,13.72
미아사거리,옥수,202405,감소,8.03
미아사거리,옥수,202406,감소,6.82
미아사거리,옥수,202407,감소,5.16
방배역,옥수,202306,증가,11.22
방배역,옥수,202307,증가,9.32
방배역,옥수,202308,증가,7.29
방배역,옥수,202309,증가,7.92
방배역,옥수,202310,증가,6.3
방배역,옥수,202311,증가,6.88
방배역,옥수,202312,증가,7.66
방배역,옥수,202401,증가,5.44
방배역,옥수,202402,증가,5.12
방배역,옥수,202403,증가,3.97
방배역,옥수,202404,증가,0.91
방배역,옥수,202405,증가,2.67
방배역,옥수,202406,증가,3.75
방배역,옥수,202407,증가,4.77
서면역,옥수,202306,증가,100.23
서면역,옥수,202307,증가,94.23
서면역,옥수,202308,증가,92.03
서면역,옥수,202309,증가,90.88
서면역,옥수,202310,증가,72.28
서면역,옥수,202311,증가,72.08
서면역,옥수,202312,증가,80.95
서면역,옥수,202401,증가,92.17
서면역,옥수,202402,증가,105.93
서면역,옥수,202403,증가,120.84
서면역,옥수,202404,증가,128.6
서면역,옥수,202405,증가,136.3
서면역,옥수,202406,증가,140.01
서면역,옥수,202407,증가,147.27
성수,옥수,202306,증가,18.05
성수,옥수,202307,증가,16.07
성수,옥수,202308,증가,13.19
성수,옥수,202309,증가,11.67
성수,옥수,202311,증가,8.83
성수,옥수,202312,증가,9.33
성수,옥수,202401,증가,9.63
성수,옥수,202402,증가,9.94
성수,옥수,202403,증가,9.33
성수,옥수,202405,증가,6.18
성수,옥수,202407,증가,4.88
신금호,옥수,202306,증가,21.06
신금호,옥수,202307,증가,20.55
신금호,옥수,202308,증가,19.5
신금호,옥수,202309,증가,19.94
신금호,옥수,202310,증가,17.85
신금호,옥수,202311,증가,17.38
신금호,옥수,202312,증가,17.38
신금호,옥수,202401,증가,16.67
신금호,옥수,202402,증가,17.49
신금호,옥수,202403,증가,15.33
신금호,옥수,202405,증가,13.81
신금호,옥수,202406,증가,14.9
신금호,옥수,202407,증가,15.72
압구정로데오,옥수,202306,증가,10.58
압구정로데오,옥수,202307,증가,8.24
압구정로데오,옥수,202308,증가,6.1
압구정로데오,옥수,202309,증가,6.78
압구정로데오,옥수,202310,증가,4.67
압구정로데오,옥수,202311,증가,5.26
압구정로데오,옥수,202312,증가,5.39
압구정로데오,옥수,202401,증가,4.11
압구정로데오,옥수,202402,증가,5.04
압구정로데오,옥수,202403,증가,4.58
압구정로데오,옥수,202404,증가,0.36
압구정로데오,옥수,202405,증가,0.79
압구정로데오,옥수,202406,증가,0.22
압구정로데오,옥수,202407,증가,0.36
